Timestampe, Temperatura, Umiditate, Nivel UV, Toluen, Acetona, Amoniac, Alcool, Hidrogen, Dioxid de Carbon
780.6,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
781.18,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
781.75,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
782.33,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
782.9,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
783.48,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
784.06,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
784.63,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
785.21,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
785.78,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
786.36,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
786.93,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
787.51,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
788.09,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
788.66,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
789.24,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
789.81,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
790.39,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
790.97,30,50,2,109.16,117.52,87.12,511.27,70.58,605.78
791.54,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
792.12,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
792.69,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
793.27,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
793.84,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
794.42,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
795,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
795.57,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
796.15,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
796.72,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
797.3,30,50,2,96.08,110.75,76.95,479.72,57.51,568.28
797.88,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
798.45,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
799.03,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
799.6,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
800.18,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
800.76,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
801.33,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
801.91,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
802.48,30,50.1,2,112.33,119.17,89.59,518.94,73.76,614.89
803.06,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
803.64,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
804.21,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
804.79,30,50,2,99.41,112.48,79.54,487.75,60.84,577.81
805.36,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
805.94,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
806.52,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
807.09,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
807.67,30,50.1,2,99.41,112.48,79.54,487.75,60.84,577.81
808.25,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
808.82,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
809.4,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
809.98,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
810.55,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
811.13,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
811.71,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
812.28,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
812.86,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
813.44,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
814.01,30,50,2,112.33,119.17,89.59,518.94,73.76,614.89
814.59,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
815.16,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
815.75,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
816.32,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
816.9,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
817.47,30,50,2,109.16,117.52,87.12,511.27,70.58,605.78
818.05,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
818.63,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
819.2,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
819.78,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
820.36,30,50.1,2,112.33,119.17,89.59,518.94,73.76,614.89
820.94,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
821.51,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
822.09,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
822.67,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
823.24,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
823.82,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
824.39,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
824.97,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
825.55,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
826.13,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
826.7,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
827.28,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
827.85,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
828.43,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
829.01,30,50.1,2,109.16,117.52,87.12,511.27,70.58,605.78
829.59,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
830.16,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
830.74,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
831.31,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
832.47,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
833.05,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
833.62,30,50.1,2,109.16,117.52,87.12,511.27,70.58,605.78
834.2,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
834.78,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
835.35,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
835.93,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
836.51,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
837.08,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
837.66,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
838.24,30,50.1,2,109.16,117.52,87.12,511.27,70.58,605.78
838.82,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
839.39,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
839.97,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
840.54,30,50.1,2,109.16,117.52,87.12,511.27,70.58,605.78
841.12,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
841.7,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
842.27,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
842.85,30,50.1,2,109.16,117.52,87.12,511.27,70.58,605.78
843.43,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
844.01,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
844.58,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
845.16,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
845.74,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
846.31,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
846.89,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
847.46,30,50.1,2,109.16,117.52,87.12,511.27,70.58,605.78
848.04,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
848.62,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
849.2,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
849.77,30,50.1,2,118.57,122.4,94.45,534.01,80,632.8
850.35,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
850.93,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
851.5,30,50.1,2,105.94,115.86,84.62,503.52,67.37,596.56
852.08,30,50,2,109.16,117.52,87.12,511.27,70.58,605.78
852.66,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
853.23,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
853.81,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
854.39,30,50,2,109.16,117.52,87.12,511.27,70.58,605.78
854.97,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
855.54,30,50,2,109.16,117.52,87.12,511.27,70.58,605.78
856,30,50,2,105.94,115.86,84.62,503.52,67.37,596.56
857,30,50,2,102.7,114.18,82.1,495.68,64.12,587.24
858,30,50.1,2,96.08,110.75,76.95,479.72,57.51,568.28
859,30,50.1,2,102.7,114.18,82.1,495.68,64.12,587.24
860,30,50.2,2,96.08,110.75,76.95,479.72,57.51,568.28
861,30,50.2,2,109.16,117.52,87.12,511.27,70.58,605.78
862,30,50.2,2,96.08,110.75,76.95,479.72,57.51,568.28
863,30,50.2,2,99.41,112.48,79.54,487.75,60.84,577.81
864,30,50.2,2,96.08,110.75,76.95,479.72,57.51,568.28
865,30,50.2,2,96.08,110.75,76.95,479.72,57.51,568.28
866,30,50.2,2,92.72,109.01,74.34,471.6,54.15,558.63
867,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
868,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
869,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
870,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
871,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
872,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
873,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
874,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
875,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
876,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
877,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
878,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
879,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
880,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
881,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
882,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
883,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
884,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
885,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
886,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
887,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
888,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
889,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
890,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
891,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
892,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
893,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
894,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
895,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
896,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
897,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
898,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
899,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
900,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
901,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
902,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
903,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
904,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
905,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
906,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
907,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
908,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
909,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
910,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
911,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
912,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
913,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
914,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
915,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
916,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
917,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
918,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
919,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
920,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
921,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
922,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
923,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
924,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
925,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
926,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
927,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
928,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
929,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
930,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
931,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
932,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
933,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
934,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
935,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
936,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
937,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
938,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
939,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
940,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
941,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
942,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
943,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
944,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
945,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
946,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
947,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
948,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
949,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
950,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
951,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
952,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
953,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
954,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
955,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
956,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
957,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
958,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
959,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
960,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
961,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
962,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
963,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
964,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
965,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
966,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
967,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
968,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
969,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
970,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
971,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
972,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
973,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
974,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
975,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
976,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
977,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
978,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
979,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
980,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
981,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
982,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
983,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
984,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
985,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
986,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
987,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
988,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
989,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
990,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
991,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
992,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
993,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
994,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
995,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
996,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
997,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
998,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
999,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1000,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1001,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1002,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1003,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1004,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1005,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1006,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1007,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1008,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1009,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1010,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1011,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1012,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1013,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1014,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1015,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1016,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1017,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1018,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1019,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1020,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1021,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1022,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1023,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1024,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1025,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1026,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1027,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1028,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1029,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1030,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1031,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1032,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1033,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1034,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1035,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1036,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1037,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1038,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1039,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1040,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1041,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1042,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1043,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1044,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1045,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1046,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1047,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1048,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1049,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1050,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1051,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1052,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1053,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1054,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1055,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1056,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1057,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1058,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1059,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1060,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1061,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1062,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1063,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1064,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1065,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1066,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1067,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1068,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1069,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1070,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1071,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1072,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1073,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1074,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1075,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1076,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1077,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1078,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1079,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1080,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1081,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1082,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1083,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1084,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1085,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1086,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1087,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1088,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1089,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1090,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1091,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1092,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1093,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1094,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1095,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1096,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1097,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1098,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1099,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1100,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1101,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1102,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1103,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1104,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1105,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1106,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1107,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1108,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1109,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1110,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1111,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1112,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1113,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1114,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1115,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1116,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1117,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1118,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1119,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1120,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1121,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1122,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1123,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1124,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1125,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
1126,30,50.1,2,92.72,109.01,74.34,471.6,54.15,558.63
